+--------------+----------------------------------------+------------------------------------------------------------------------+
| biblionumber | author                                 | title                                                                  |
|          816 | BIshi, Pramathanath                    | Bangla Sahityer Naranari.                                              |
|          817 | BIshi, Pramathanath                    | Buyakti O Srashta.                                                     |
|          818 | Ghosh, Shankha                         | Kalpanar Hysteria.                                                     |
|          819 | Devi, Indira                           | Amar Khata.                                                            |
|          820 | Bhowmik, Samar                         | Ranu Mukhopadhyay er Jibanalekhya.                                     |
|          821 | Atarthi, Premankur                     | Mahashtabir Jatak.                                                     |
|          822 | Bhattacharya, Suchitra                 | Dosh ti Upanyash.                                                      |
|          823 | Roy, Debesh                            | Tistaparer Brittanta.                                                  |
|          824 | Basu, Samaresh                         | BT Road er Dharey.                                                     |
|          825 | Das, Ranajit                           | Amader Lajuk Kobita.                                                   |
|          826 | Mukhopadhyay, Subhash                  | Kabya Sangraha - Vol 2.                                                |
|          827 | Basu, Samaresh                         | Srimati Cafe.                                                          |
|          828 | Sanyal, Prabodh Kumar                  | Hasubanu.                                                              |
|          829 | Misc                                   | Ebong Mushayera - Jan-Mar-2006.                                        |
|          830 | Roy, Debesh                            | Dui Samudre.                                                           |
|          831 | Gangopadhyay, Sunil                    | Bhalobasha.                                                            |
|          832 | Misc                                   | Sardho Shatabarshe Rabi Pranam Sankha.                                 |
|          833 | Nahar, Rokeya Samsun                   | Phele Asa Din.                                                         |
|          834 | Mian, Mohd. Shahjahan                  | Shimul Phool er Hatchhani.                                             |
|          835 | Mian, Mohd. Shahjahan                  | Sirajdikhan er Muktijuddha.                                            |
|          836 | Mian, Mohd. Shahjahan                  | Paschimbange Bikrampur Anusandhan.                                     |
|          837 | Shankar                                | Anek Dur.                                                              |
|          838 | Mian, Mohd. Shahjahan                  | Maniker Khoje Bikrampur.                                               |
|          839 | Mian, Mohd. Shahjahan                  | Aghornath O SwabhabKabir Khoje Bikrampur.                              |
|          840 | Roy, Annadasankar                      | Prabandha Samagra - Vol 1.                                             |
|          841 | Bandopadhyay, Shailesh Kumar           | JInnah:Pakistan Notun Bhabona.                                         |
|          842 | Mian, Mohd. Shahjahan                  | Monpothik.                                                             |
|          843 | Misc                                   | Sangeet Manan - Shatabarshe Ali Akbar Khan.                            |
|          844 | Ali, Syed Mujtaba                      | Syed Mujtaba Ali Rachanabali : Vol 11.                                 |
|          845 | Ali, Syed Mujtaba                      | Syed Mujtaba Ali Rachanabali : Vol 8.                                  |
|          846 | Ali, Syed Mujtaba                      | Syed Mujtaba Ali Rachanabali : Vol 7.                                  |
|          847 | Ali, Syed Mujtaba                      | Syed Mujtaba Ali Rachanabali : Vol 10.                                 |
|          848 | Ali, Syed Mujtaba                      | Syed Mujtaba Ali Rachanabali : Vol 6.                                  |
|          849 | Ali, Syed Mujtaba                      | Syed Mujtaba Ali Rachanabali : Vol 9.                                  |
|          850 | Ali, Syed Mujtaba                      | Syed Mujtaba Ali Rachanabali : Vol 5.                                  |
|          851 | Guha, Buddhadeb                        | Changhore Gaan.                                                        |
|          852 | Tagore, Rabindranath                   | Patraput.                                                              |
|          853 | Tagore, Rabindranath                   | Hassokotuk.                                                            |
|          854 | Tagore, Rabindranath                   | Purabi.                                                                |
|          855 | Tagore, Rabindranath                   | Snejuti.                                                               |
|          856 | Tagore, Rabindranath                   | Rajarshi.                                                              |
|          857 | Tagore, Rabindranath                   | Shantiniketan - Vol - 1.                                               |
|          858 | Tagore, Rabindranath                   | Shantiniketan -Vol - 2.                                                |
|          859 | Tagore, Rabindranath                   | JibonSmriti.                                                           |
|          860 | Tagore, Rabindranath                   | Rabindra RachanaBali - Vol 1.                                          |
|          861 | Tagore, Rabindranath                   | Rabindra RachanaBali - Vol 25.                                         |
|          862 | Chattopadhyay, Sarat Chandra           | Sharat Sahitya Sangraha - Vol 1.                                       |
|          863 | Chattopadhyay, Sarat Chandra           | Sharat Sahitya Sangraha - Vol 2.                                       |
|          864 | Chattopadhyay, Sarat Chandra           | Sharat Sahitya Sangraha - Vol 3.                                       |
|          865 | Sarkar, Badal                          | Ebong Indrajit.                                                        |
|          866 | Ghosh, Prashanto Kumar                 | Akul Mahato O Onnannyo.                                                |
|          867 | Niyogi, Shailesh Guha                  | Saccha Bhogoban.                                                       |
|          868 | Niyogi, Shailesh Guha                  | Samarpan.                                                              |
|          869 | Niyogi, Shailesh Guha                  | Private Employment Exchange.                                           |
|          870 | Niyogi, Shailesh Guha                  | JibonRongo.                                                            |
|          871 | Mitra, Manoj                           | Shotti Bhuter Goppo.                                                   |
|          872 | Mitra, Manoj                           | PnutiRamayan.                                                          |
|          873 | Mitra, Manoj                           | Shobhajatra.                                                           |
|          874 | Mitra, Manoj                           | Dampoti.                                                               |
|          875 | Mitra, Manoj                           | Kinoo Kaharer Thyataar.                                                |
|          876 | Mitra, Manoj                           | Porobaas.                                                              |
|          877 | Mukhopadhyay, Subrata                  | Teenti Byango Ekaknko.                                                 |
|          878 | Bandyopadhyay, Jyetu                   | Joutuke Koutuk.                                                        |
|          879 | Chattyopadhyay, Sabyasachi             | Badhomaner Bor Borishal er Kone.                                       |
|          880 | Acharya, Samiran                       | Pronami Thalay Diben.                                                  |
|          881 | Tagore, Rabindranath                   | Lokkhir Porikkha.                                                      |
|          882 | Mitra, Manoj                           | Rajdarshan.                                                            |
|          883 | Sarkar, Badal                          | Natyasangraha.                                                         |
|          884 | Chattopadhyay, Mohit                   | Ekanka Natya Sangraha.                                                 |
|          885 | Mitra, Satyen                          | Theater Workshop Er Ekanka.                                            |
|          886 | Misc                                   | Ekanka Natya Sambhar.                                                  |
|          887 | Mkhopadhyay, Asutosh                   | Sonar Harin Nei.                                                       |
|          888 | Mukhopadhyay, Subrata                  | Pariksha Pass Er Mantra, Kachi Patar Kanna.                            |
|          889 | Mukhopadhyay, Subrata                  | Chirantani.                                                            |
|          890 | Mitra, Manoj                           | Ekanka Epar Oprar.                                                     |
|          891 | Rahman, Nirupoma                       | Bangalir Antarmahal.                                                   |
|          892 | Haque, Syed Shamsul                    | Khelaram Khele Ja.                                                     |
|          893 | Mitra, Manoj                           | Natak Samagra - Vol 1.                                                 |
|          894 | Mitra, Manoj                           | Natak Samagra - Vol 2.                                                 |
|          895 | Bandopadhyay, Tarashankar              | Kirtihaate er Karcha.                                                  |
|          896 | Mitra, Gajendra Kumar                  | Panchajanya.                                                           |
|          897 | Ibrahim, Nilima                        | Ami Birangona Bolchhi.                                                 |
|          898 | Chattopadhyay, Sunil                   | Prachin Bharat er Itihas - Vol 1.                                      |
|          899 | Tagore, Abanindranath                  | Bageswari Shilpa Prabandhabali.                                        |
|          900 | Ahmed, Wasi                            | Roudra O Chhayar Naksha.                                               |
|          901 | Roy, Mohit                             | Bitarker Poribesh.                                                     |
|          902 | Tagore, Rabindranath                   | Lona GHam Lona Rakta.                                                  |
|          903 | Bahadur, Raja Binoykrishna Deb         | Kolikatar Itihas.                                                      |
|          904 | Shankar                                | Bhraman Samagra 2.                                                     |
|          905 | Miscellaneous                          | Eksho Bochhorer Sera Galpa.                                            |
|          906 | Basu, Pratibha                         | Galpa Sangraha Vol 2.                                                  |
|          907 | Basu, Bani                             | Collection of Short Stories Vol.4.                                     |
|          908 | Bhattacharya, Suchitra                 | Jolchhobi.                                                             |
|          909 | Chattopadhya, Sandip                   | Galpa Samagra Vol 3.                                                   |
|          910 | Sanyal, Narayan                        | Na Manusher Kahini.                                                    |
|          911 | Basu, Pratibha                         | Galpa Sangraha.                                                        |
|          912 | Bandopadhya, Susmita                   | Kabuliwalar Bangali Bou :                                              |
|          913 | Sanyal, Narayan                        | Nakunchu.                                                              |
|          914 | Deb Sen, Nabaneeta                     | Teen Bhuboner Parey :                                                  |
|          915 | Patra, Sudhanshu                       | Bharater Bigyan Sadhak part 2.                                         |
|          916 | Bhattacharya, Suchitra                 | Gobhir Asukh.                                                          |
|          917 | Bhattacharya, Suchitra                 | Dhushar Bishad.                                                        |
|          918 | Bhattacharya, Shibokali                | Chiranjib Banaushadhi, part 2.                                         |
|          919 | Basu, Pratibha                         | Padmasana Bharati.                                                     |
|          920 | Bhattacharya, Suchitra                 | Palabar Path Nei.                                                      |
|          921 | Bhattacharya, Suchitra                 | Onno Anubhav.                                                          |
|          922 | Bandopadhya, Bibhuti                   | Kedar Raja.                                                            |
|          923 | Ray, Manmatha                          | Natya Granthabali Vol 2 :                                              |
|          924 | Gupta, Iswar                           | Chobi o Chora.                                                         |
|          925 | Banaful                                | Ashanglagna.                                                           |
|          926 | Math, Chaitanya Saraswat               | Srisri chaitanya charitamrita.                                         |
|          927 | Banaful                                | Durbeen.                                                               |
|          928 | Deb Sen, Nabaneeta                     | Sita Theke Shuru.                                                      |
|          929 | Siddiqui, N.A.                         | Mughal Rajatye Bhumi Rajasya Porichalon Byabostha :                    |
|          930 | Shankar                                | Ami Vivekananda Bolchi.                                                |
|          931 | Manjori Chowdhury, ED.                 | Syed Mustafa Aii Shatabarsha Smarak Grantha.                           |
|          932 | Sankrityan, Rahul                      | Amar Jiban Yatra.                                                      |
|          933 | Tagore, Rabindranath                   | Sesher Kobita.                                                         |
|          934 | Tothagatananda, Swami                  | Ramayan Katha.                                                         |
|          935 | Sen, Dinanath                          | Nije Nije Sikhi.                                                       |
|          936 | Sarkar, Jogindra nath                  | Hasi Khushi.                                                           |
|          937 | Chakraborty, Somnath                   | Noti.                                                                  |
|          938 | Ghatak, Kalyani Shankar                | Robindranath O Sanaskriti Sahitya.                                     |
|          939 | Manna, Shibendu                        | Banglar Lokmata Debi Chandi.                                           |
|          940 | Kaberi, Kanchi                         | Sri Kumar Sen, Sri Sunanada Sen.                                       |
|          941 | Dasgupta, Paresh Chandra               | Purulia Jelar Purakriti.                                               |
|          942 | Roy, Anirban                           | Rabindra Rachana Grantha.                                              |
|          943 | Miscellaneous                          | Bhraman Adda :                                                         |
|          944 | Eliade, Mircea                         | La Nui Bengali.                                                        |
|          945 | Chattopadhyaya, Pranab Kumar           | Adhunik Bharat - Part II :                                             |
|          946 | Bhattacharya, Dr. Narendranath         | Pragoitihashik Bharatbarsha.                                           |
|          947 | Das, Shantu                            | Andhakar Aamader Itar Ishwar :                                         |
|          948 | Mitra, Gajendra Kumar                  | Rai jago, rai jago.                                                    |
|          949 | Bhattacharya, Sukumari                 | Prachin Bharat: Samaj o Sahitya.                                       |
|          950 | Patri, Purnendu                        | Job Charnok Jey Kolkatai Esechilen.                                    |
|          951 | Bandyopadhyay, Bibhutibhushan          | Bachhai Galpa.                                                         |
|          952 | Mukhopadhyay, Ashutosh                 | Nagar Pare Rupnagar.                                                   |
|          953 | Basu, Pratibha                         | Sonali Bikel.                                                          |
|          954 | Ray, Manmatha                          | Natya Granthabali - Vol 2 :                                            |
|          955 | Bandopadhyay, Manik                    | Putul Nacher Itikotha.                                                 |
|          956 | Mitra, Jaya                            | Swarnakamaler Chinha.                                                  |
|          957 | Annadathakur                           | Ramakrishna Manashikkha.                                               |
|          958 | Parabat, Sree                          | Aaraballi Theke Agra.                                                  |
|          959 | Mukhopadhyay, Ashutosh                 | Surjosnan.                                                             |
|          960 | Basu, Rajshekhar                       | Parushuram.                                                            |
|          961 | Bandopadhyay, Tarashankar              | Sera Tarashankar.                                                      |
|          962 | Kalidas                                | Kalidas Rachana Samagra.                                               |
|          963 | Tagore, Rabindranath                   | Rabindra Rachanabali-5th.                                              |
|          964 | Bandyopadhyay, Bibhutibhushan          | Darbari.                                                               |
|          965 | Bhattacharya, Sanjib                   | Bramharshi Vishamitra.                                                 |
|          966 | Ghosh, Subodh                          | Subodh Ghosh-er Galpa Sangraha Vol 3.                                  |
|          967 | Majumdar, Amiya Bhushan                | Garh Srikhanda.                                                        |
|          968 | Devi, Ashapurna                        | Bokul-Katha.                                                           |
|          969 | Gangopadhyay, Sunil                    | Bachhai Galpa.                                                         |
|          970 | Deb, Chitra                            | Thakur Bari Andor Mahal.                                               |
|          971 | Sripantha                              | Metiaburujer Nawab.                                                    |
|          972 | Tagore, Rabindranath                   | Galpa Gutcho.                                                          |
|          973 | Bandyopadhyay, Bibhutibhushan          | Nilanguriyon.                                                          |
|          974 | Roy, Gopal Krishna                     | Suchitrar Katha.                                                       |
|          975 | Basu, Pratibha                         | Atolanto.                                                              |
|          976 | Basu, Pratibha                         | Ishwarer Prabesh.                                                      |
|          977 | Basu, Pratibha                         | Apekkhagriha.                                                          |
|          978 | Bhattacharys, Suchitra                 | Bhangonkal.                                                            |
|          979 | Bhattacharys, Suchitra                 | Kacher deoal.                                                          |
|          980 | Deb Sen, Nabaneeta                     | Nati Nabanita.                                                         |
|          981 | Goswami, Joy                           | Pagli, Tomar Songe.                                                    |
|          982 | Ali, Sayed Majtuba                     | Panchtantra :                                                          |
|          983 | Ali, Sayed Majtuba                     | Panchtantra :                                                          |
|          984 | Sharma, Editor: Shib                   | Prosongo: Natyakar Manmatha Roy.                                       |
|          985 | Roy, Manmatha                          | Swarnokeet O Jawan.                                                    |
|          986 | Roy, Manmatha                          | Natyo Gronthabali.                                                     |
|          987 | Ali, Sayed Majtuba                     | Shrestho Galpa.                                                        |
|          988 | Ali, Sayed Majtuba                     | Dhupchhaya.                                                            |
|          989 | Majumdar, Amiobhushan                  | Rajnagar.                                                              |
|          990 | Roy, Debesh                            | Borishaler Jogen Mondol.                                               |
|          991 | Deb, Anish                             | Jules Verne er swopno.                                                 |
|          992 | mehta, Hans                            | Ajodhyar Rajkumar.                                                     |
|          993 | Mukhopadhyay, Prabhatkumar             | Rabindrajiboni.                                                        |
|          994 | Roy Chowdhury, Upendra Kishore         | Chheleder Ramayan.                                                     |
|          995 | Basu, Dilip                            | The Last Poem.                                                         |
|          996 | Mitra, Manoj                           | Satyi Bhuter Galpa :                                                   |
|          997 | Roy, Goutam                            | Ranga Byango ekanka.                                                   |
|          998 | Mukhopadhyay, Subrata                  | Sadgati :                                                              |
|          999 | Mitra, Manoj                           | Ekanka Attahashi.                                                      |
|         1000 | Bandyopadhay, Ajitesh                  | Chekhaver sat ti Ekanka.                                               |
|         1001 | Mukhopadhyay, Biru                     | Adal Badal.                                                            |
|         1002 | Nandi, Shailesh Guha                   | Jiban Ranga.                                                           |
|         1003 | Moitra, Kiron                          | Meye Dekha, Kajer Meye :                                               |
|         1004 | Ganguli, Tapan                         | Kagaju.                                                                |
|         1005 | Ghosh, Jyotsamoy                       | Swarna Barna :                                                         |
|         1006 | Chattopadjhyay, Hiren                  | Khattabudor Mishtiu aam.                                               |
|         1007 | Sen, Chondon                           | Aniket Sandhya.                                                        |
|         1008 | Sen, Chondon                           | Dorpon Sakshi.                                                         |
|         1009 | Mitra, Manoj                           | Smritisudha :                                                          |
|         1010 | Sanskrityayan, Rahul                   | Amar Jibonjatra - Vol 1.                                               |
|         1011 | Sanskrityayan, Rahul                   | Amar Jibonjatra - Vol 4.                                               |
|         1012 | Sanskrityayan, Rahul                   | Amar Jibonjatra - Vol 5.                                               |
|         1013 | Chattopadhyay, Sanjib                  | Srutinatak.                                                            |
|         1014 | Gangopadhyay, Ajit                     | Thana Theke Aschhi.                                                    |
|         1015 | Basu, Sankari Prasad                   | Bibekanada Samakaleen Bharat - Vol 6.                                  |
|         1016 | Bandyopadhay, Soumendranath            | Rabindrachitrakala Rabindrasahityer Patabhumika.                       |
|         1017 | Sen, Trans: Prithwiraj                 | Panchtantra r Galpa.                                                   |
|         1018 | Mitra Majumdar, Dakhinaranjan          | Thakurmar Jhuli.                                                       |
|         1019 | Sen, Mandakranta                       | Swapner Gaan.                                                          |
|         1020 | Dasgupta, Hiren                        | Rajnoitik Potobhumite Bharotiyo Upomahadesher Chattro Andolon.         |
|         1021 | Bhattacharya, Hanshanarayan            | Hinduder Debdebi.                                                      |
|         1022 | Mukhopadhyay, Subodh                   | Bangalr Arthik Itihas.                                                 |
|         1023 | Bhadra, Goutam                         | Mughol Juge Krishi Orthoniti O Krishok Bidroho.                        |
|         1024 | Banerjee, Gurudas                      | Reminiscences, speeches and Writings og Sir Gurudas Bannerjee.         |
|         1025 | Basu, Sankari Prasad                   | Bibekanada Samakaleen Bharat - Vol 7.                                  |
|         1026 | Basu, Sankari Prasad                   | Bibekanada Samakaleen Bharat - Vol 2.                                  |
|         1027 | Premchnad                              | Godan.                                                                 |
|         1028 | Anand, Mulkraj                         | Cooli.                                                                 |
|         1029 | Deb Sen, Nabaneeta                     | Seeta Se Shuru.                                                        |
|         1030 | Vyas, Lallan Prasad                    | Raam ke path par.                                                      |
|         1031 | Roy, Prathibha                         | Draupadhi.                                                             |
|         1032 | Dey, Bela                              | Hajaar Ek Ranna.                                                       |
|         1033 | Banaful                                | Bonophool Er Shreshta Galpa.                                           |
|         1034 | Majumdar, Leela                        | Upendra Kishore.                                                       |
|         1035 | Ghosh, Subodh                          | Bharath Prem Katha.                                                    |
|         1036 | Ray, Satyajit                          | Aaro Ek Dojon.                                                         |
|         1037 | Basu, Prothibha                        | Shokaler Sur Sayahne.                                                  |
|         1038 | Mitro, Gojendro Kumar                  | Pancho Jonmo.                                                          |
|         1039 | Barman, Advaita Malla                  | Titas Ek ti Nadir Nam.                                                 |
|         1040 | Roy, Devesh                            | Tristaparer Brittanta.                                                 |
|         1041 | Majumdar, Tillotama                    | Bosudhara.                                                             |
|         1042 | Bandopadhyay, Sushmitha                | Kabuliwalar Bangali Bau.                                               |
|         1043 | Bandyopadhyay, Bibhutibhushan          | Pather Panchali.                                                       |
|         1044 | Bandyopadhyay, Bibhutibhushan          | Aparajita.                                                             |
|         1045 | Bandyopadhyay, Bibhutibhushan          | Debjan.                                                                |
|         1046 | Sanskrityayan, Rahul                   | Amar Jibonjatra - Vol 2.                                               |
|         1047 | Bhattacharya, Shibchandra Bidyarnaba   | Tantratatta.                                                           |
|         1048 | Sen, Kshitimohan                       | Rabindranath o Shantiniketan.                                          |
|         1049 | Mitra, Dilip Kumar                     | Arup Nagari Kolkata.                                                   |
|         1050 | Bhattacharya, Amitrasudan              | Shamporko Kobi o Kobipatni.                                            |
|         1051 | Chatterjee, Jaya                       | Bengal Divided.                                                        |
|         1052 | Tagore, Satyendranath                  | The Autobiography of Maharshi Devendranath Tagore.                     |
|         1053 | Sanyal, Probodh Kumar                  | Mahaprasthan er pothe.                                                 |
|         1054 | Shankar                                | Achena Ajana Vivikananda.                                              |
|         1055 | Azad, Humayun                          | Humayun Azad Kabya Shamogro.                                           |
|         1056 | Ghosh, Debaprasad                      | Bharatiya Shilpadhara.                                                 |
|         1057 | Shankar                                | Achena Ajana Vivikananda.                                              |
|         1058 | Tagore, Rabindranath                   | Sanchaita.                                                             |
|         1059 | Ray, Mohit                             | Baghajatin hoite byagra prokolpo.                                      |
|         1060 | Bosu, Pritram                          | Chouthupir Chorjapod.                                                  |
|         1061 | Majumdar, Leela                        | Chhotoder Arabya Rajani.                                               |
|         1062 | Chattopadhyay, Sanjib                  | Agaytabash.                                                            |
|         1063 | Chattopadhyay, Sanjib                  | Rashebashe.                                                            |
|         1064 | Chattopadhyay, Sanjib                  | Sofa cum Bed.                                                          |
|         1065 | Devi, Ashapurna                        | Drishya Theke Drishyantare.                                            |
|         1066 | Miscellaneous                          | Katha Sahitya :                                                        |
|         1067 | Bhattacharya, Suchitra                 | Moyna Tadanta.                                                         |
|         1068 | Devi, Ashapurna                        | Nitfall.                                                               |
|         1069 | Devi, Mahashweta                       | Shikar Parba.                                                          |
|         1070 | Bhattacharya, Suchitra                 | Hemanter Pakhi.                                                        |
|         1071 | Chattopdhyaya, Rama                    | Aynar Mukh.                                                            |
|         1072 | Devi, Giribala                         | Raybari.                                                               |
|         1073 | Chowdhury, Amitabha                    | Amar Bandhu Suchitra Sen.                                              |
|         1074 | Bhattacharya, Suchitra                 | Eka Jiban.                                                             |
|         1075 | Bandopadhyay, Manik                    | Bachai Galpa.                                                          |
|         1076 | Chattopadhyay, Sarat Chandra           | Sharat Rachanabali - Vol 2.                                            |
|         1077 | Chakraborty, Atulchandra               | Natyakar Manmotho Rayer Jiboni O Natyasadhana.                         |
|         1078 | Ghosh, Jayati                          | Manmatha Roy -Jibon o Srijan.                                          |
|         1079 | Devi, Ashapurna                        | Dui Nayika.                                                            |
|         1080 | Chattopadhyay, Sarat Chandra           | Rachanabali - Janma Shatabarshiki Sanskaran.                           |
|         1081 | Devi, Ashapurna                        | Siri Bhanga Anka.                                                      |
|         1082 | Sengupta, Mallika                      | Seetayan.                                                              |
|         1083 | Mitra, Jaya                            | Ekti IUpakathat Janmo.                                                 |
|         1084 | Chattapadyay, Sanjib                   | Parbarti.                                                              |
|         1085 | Chattapadyay, Sanjib                   | Peyala Pirich.                                                         |
|         1086 | Chattapadyay, Sanjib                   | Sadher Moyna.                                                          |
|         1087 | Chattapadyay, Sanjib                   | Kolkata Achey kolkatatei.                                              |
|         1088 | Ali, Syed Mujtaba                      | Sreshta Ramya Rachana.                                                 |
|         1089 | Ray, Manmatha                          | Natya Granthabali - Vol 1.                                             |
|         1090 | Pal, Pashanta Kumar                    | Rabijiboni-3.                                                          |
|         1091 | Ghoshal, Bijon                         | Rabijibon-2.                                                           |
|         1092 | Ghoshal, Bijon                         | Rabijibon-1.                                                           |
|         1093 | Pal, Pashanta Kumar                    | Rabijiboni-8.                                                          |
|         1094 | Mitra, Manoj                           | Ashwathama O Teen Ekanka.                                              |
|         1095 | Mukhopadhyay, Mahua                    | Gouriyo Nritya.                                                        |
|         1096 | Bhattacharya, Sukhomoy                 | Mahabharater Charitabali.                                              |
|         1097 | Bhattacharya, Sukanta                  | Chharpatra.                                                            |
|         1098 | Tagore, Rabindranath                   | Balaka.                                                                |
|         1099 | Pal, Pashanta Kumar                    | Rabijiboni-1.                                                          |
|         1100 | Pal, Pashanta Kumar                    | Rabijiboni-4.                                                          |
|         1101 | Pal, Pashanta Kumar                    | Rabijiboni-7.                                                          |
|         1102 | Pal, Pashanta Kumar                    | Rabijiboni-9.                                                          |
|         1103 | Pal, Pashanta Kumar                    | Rabijiboni-5.                                                          |
|         1104 | Devi, Mahashweta                       | Swanirbachito Shreshta Galpa.                                          |
|         1105 | Das Chowdhury, Bandana                 | Chaiti Haoar Khela.                                                    |
|         1106 | Dasgupta, Alokranjan                   | Kabitay Chobi, Chobite Kobita.                                         |
|         1107 | Basu, Amitabha                         | Lyrics of Love.                                                        |
|         1108 | Basu, Amitabha                         | The Incomparable Tagore.                                               |
|         1109 | Miscellaneous                          | Desh - Sharadiyo Galpa Sankalan.                                       |
|         1110 | Bhattacharya, Suchitra                 | Khancha.                                                               |
|         1111 | basu, Bani                             | Gandharbi.                                                             |
|         1112 | basu, Bani                             | Didimashir Jin.                                                        |
|         1113 | Bhattacharya, Suchitra                 | Ekhon Hridoy.                                                          |
|         1114 | Bhattacharya, Suchitra                 | Porobash.                                                              |
|         1115 | Bhattacharya, Suchitra                 | Buker Katha.                                                           |
|         1116 | Bhattacharya, Nimai                    | Memsaheb.                                                              |
|         1117 | Gupta, Niharranjan                     | Camelia.                                                               |
|         1118 | Gupta, Niharranjan                     | Bohnnisikha.                                                           |
|         1119 | Bhattacharya, Nimai                    | Sonali.                                                                |
|         1120 | Bhattacharya, Nimai                    | Bhalobasa.                                                             |
|         1121 | Gupta, Niharranjan                     | Bhagirathir tire.                                                      |
|         1122 | Bhattacharya, Suchitra                 | Uro Megh olik sukh.                                                    |
|         1123 | Gupta, Niharranjan                     | Komol Gandhar - Part 1.                                                |
|         1124 | Mitra, Manoj                           | Sajano Bagan.                                                          |
|         1125 | Sen, Chandan                           | Darpan Sakhhi.                                                         |
|         1126 | Gupta, Niharanjan                      | Vendetta.                                                              |
|         1127 | Gupta, Niharanjan                      | Kolnkini Konkaboti.                                                    |
|         1128 | Deb Sen, Nabaneeta                     | Nabanita.                                                              |
|         1129 | mitra, Jaya                            | Hanyaman.                                                              |
|         1130 | Bhattacharya, Suchitra                 | Dheu ase dheu jai.                                                     |
|         1131 | Gupta, Niharanjan                      | Manashi priya.                                                         |
|         1132 | Basu, Protibha                         | Antonina.                                                              |
|         1133 | Gupta, Niharanjan                      | Lipika.                                                                |
|         1134 | Gupta, Niharanjan                      | Komol Gandhar - Part 2.                                                |
|         1135 | Basu, Protibha                         | Sakaler sukh Sayahne.                                                  |
|         1136 | Basu, Protibha                         | Samudra Hridoy.                                                        |
|         1137 | Basu, Protibha                         | Samudra periye.                                                        |
|         1138 | Basu, Protibha                         | Dyitio Nakhotro.                                                       |
|         1139 | Bhattacharya, Suchitra                 | Ami Rai Kishori.                                                       |
|         1140 | Bhattacharya, Suchitra                 | Anno Bosonto.                                                          |
|         1141 | Sanyal, Narayan                        | Chaytaner Chawal.                                                      |
|         1142 | Various                                | Swa Nirbachito Sreshtho Galpa.                                         |
|         1143 | parabat, Shri                          | Chitorgarh.                                                            |
|         1144 | parabat, Shri                          | Singho dwar.                                                           |
|         1145 | parabat, Shri                          | Ami Shirajer Begum.                                                    |
|         1146 | parabat, Shri                          | Rana Dil.                                                              |
|         1147 | parabat, Shri                          | Ranasthal Marwar.                                                      |
|         1148 | parabat, Shri                          | Momotaj duhita jahanara.                                               |
|         1149 | parabat, Shri                          | Rajput Nandini.                                                        |
|         1150 | Bhattacharya, Nimai                    | Pen friend and class friend.                                           |
|         1151 | Bhattacharya, Nimai                    | Bachelor.                                                              |
|         1152 | Basu, Protibha                         | Protidhoni.                                                            |
|         1153 | Bhattacharya, Nimai                    | Bhaddarlok.                                                            |
|         1154 | Bhattacharya, Nimai                    | New Market.                                                            |
|         1155 | Bhattacharya, Nimai                    | Ratna.                                                                 |
|         1156 | Bhattacharya, Nimai                    | Chriakhana.                                                            |
|         1157 | Bhattacharya, Nimai                    | Priyo bareshu.                                                         |
|         1158 | Chattopadhyay, Sarat Chandra           | Sharat Rachanabali - Vol 1.                                            |
|         1159 | Chattopadhyay, Sarat Chandra           | Dena-Paona.                                                            |
